WORD,FREQUENCY,TF,ONE_HOT_WORD_IN_DOC,DOC_APPEARANCES,IDF
REACTED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
PERIODIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
LENGTHS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SEGMENTS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
MUM,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SPACING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
REGISTRY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
FOUNDATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
ANNUAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CENTERS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],10,2.084576277934331
TABLE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
SPECIFIED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
RACE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],5,2.385606273598312
FORCE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
APPRAISE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
GRAPHING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CUMULATIVE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],5,2.385606273598312
COMPARATIVE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],9,2.130333768495006
DEATHS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
LENDS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
CALCULATING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CALENDAR,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
TREND,[0. 0. 0. ... 0. 0. 1.],[0.         0.         0.         ... 0.         0.         0.00900901],[0 0 0 ... 0 0 1],6,2.3064250275506875
EXHIBITS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
SOMEWHAT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],8,2.1814862909423876
CONTINUATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
ADENOSINE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],6,2.3064250275506875
AMP,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],6,2.3064250275506875
GUANOSINE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
GMP,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DIURNAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
NORMALIZED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
COMPARISONS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],7,2.2394782379200744
STRIKING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],7,2.2394782379200744
HOSPITALS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],9,2.130333768495006
SEROTYPED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HOMMA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
FISHER,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
COMPLEMENTARY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
REPETITIVE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SEROTYPES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
COMPRISED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
SEROTYPE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
PLATES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DISSOCIATE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SUBCULTURES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
COLONY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
TENDENCY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],8,2.1814862909423876
COLONIAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
ROUGH,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
SPREAD,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
ACQUIRING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
NOVO,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
PREDILECTION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
LOSES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
QUALITY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],10,2.084576277934331
RETAINS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
INDEFINITELY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ELECTRODES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],5,2.385606273598312
MAP,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DIFFERING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
PRECLUDED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
REACTIVE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
REFLEX,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SUDORIFIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DEPRIVED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
AUTONOMIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],8,2.1814862909423876
INNERVATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SPINAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],7,2.2394782379200744
PARAPLEGIA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
THAI,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DIED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],29,1.6221782800353748
THAILAND,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
BIRDS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SHARKS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PHYSICOCHEMICAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
FALLS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
PERSISTS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
TRACE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],5,2.385606273598312
PREGNANCY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
YOLK,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SAC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SPLANCHNOPLEUR,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HUMANS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
COWS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
NOTABLE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
TUMOURS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
FALL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],11,2.043183592776106
REMISSION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
METASTASES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
MONITORING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],6,2.3064250275506875
EFFORTS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],6,2.3064250275506875
LAUDED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
OBJECTIVES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SERIALLY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SUBCULTURED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
SURFACTANTS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
STABILISE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DIPALMITOYL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
STABILISING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
FIFTH,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
SURVIVING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],5,2.385606273598312
POSTMORTEM,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],5,2.385606273598312
INTRAHEPATIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
NECROPSIES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
PERIPORTAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
LIVERS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],6,2.3064250275506875
VOCAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PARALYSIS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
HOARSENESS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
WEEK,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],11,2.043183592776106
MARCH,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
MIRROR,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
LARYNGOSCOPY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PARAMEDIAN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
POSITION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
LARYNGEAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
FELT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],5,2.385606273598312
EXTERNAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],5,2.385606273598312
CHEMORECEPTIVE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SEPARATES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
BIASING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DISTRIBUTIONS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
TASTE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
SENSITIVITIES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
KULCZYCKI,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
RATING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DETERMINATIONS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],9,2.130333768495006
EXCRETE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ACUITY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
CORROBORATES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
WOTMAN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ROUTINELY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HENKIN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
POWELL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
HYPOTHESIZED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
ACCOUNTS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
RATINGS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
GROWN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
GLUCOSAMINE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
COMBINATIONS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
LIMULUS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DISCOVERY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
EXTREME,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
AMEBOCYTES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ENDOTOXIN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CANTACUZENE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
EDIBLE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SPIDER,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CRAB,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ARTHROPOD,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
METCHNIKOFF,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
STAR,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
LARVAE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
THEORY,[0. 0. 0. ... 0. 1. 0.],[0.         0.         0.         ... 0.         0.00724638 0.        ],[0 0 0 ... 0 1 0],4,2.482516286606369
GENUS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
CENTURY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
POWERFUL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
INHIBITS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],7,2.2394782379200744
PHYLA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
VERTEBRATES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
REGULATORY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
MACROMOLECULAR,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],7,2.2394782379200744
STORIES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HARBORED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ENTEROBACTER,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
GENERA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SEROGROUPS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
IMPRESSIVE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
ANOREXIA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
NERVOSA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
ACIDOSIS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
CUSHING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
BACKWARD,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DIGIT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SPAN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ORGANIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],11,2.043183592776106
FAIL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],5,2.385606273598312
PERMANENT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],7,2.2394782379200744
DEVASTATING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
DIGOXIN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
VAS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],6,2.3064250275506875
DEFERENS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
